POPESTIMATE2019,fips
369318,42077
317417,42079
113299,42081
40625,42083
109424,42085
46138,42087
170271,42089
830915,42091
18230,42093
305285,42095
90843,42097
46272,42099
1584064,42101
55809,42103
16526,42105
141359,42107
40372,42109
73447,42111
6066,42113
40328,42115
40591,42117
44923,42119
50668,42121
39191,42123
206865,42125
51361,42127
348899,42129
26794,42131
449058,42133
1059361,44000
48479,44001
164292,44003
82082,44005
638931,44007
125577,44009
5148714,45000
24527,45001
170872,45003
8688,45005
202558,45007
14066,45009
20866,45011
192122,45013
227907,45015
14553,45017
411406,45019
57300,45021
32244,45023
45650,45025
33745,45027
37677,45029
66618,45031
30479,45033
162809,45035
27260,45037
22347,45039
138293,45041
62680,45043
523542,45045
70811,45047
19222,45049
354081,45051
30073,45053
66551,45055
98012,45057
67493,45059
16828,45061
298750,45063
9463,45065
30657,45067
26118,45069
38440,45071
79546,45073
86175,45075
126884,45077
415759,45079
20473,45081
319785,45083
106721,45085
27316,45087
30368,45089
280979,45091
884659,46000
2751,46003
18453,46005
3365,46007
6901,46009
35077,46011
38839,46013
5297,46015
1962,46017
10429,46019
1376,46021
9292,46023
3736,46025
14070,46027
28009,46029
4086,46031
8972,46033
19775,46035
5424,46037
4351,46039
5892,46041
2921,46043
3829,46045
6713,46047
2299,46049
7052,46051
4185,46053
1899,46055
6164,46057
3191,46059
3453,46061
1298,46063
17526,46065
7291,46067
1301,46069
3344,46071
2013,46073
903,46075
4939,46077
12797,46079
25844,46081
61128,46083
3781,46085
5586,46087
2379,46089
4935,46091
28332,46093
2061,46095
2216,46097
193134,46099
6576,46101
14177,46102
113775,46103
2865,46105
2153,46107
10394,46109
2344,46111
6376,46115
3098,46117
1391,46119
10177,46121
5441,46123
8384,46125
15932,46127
5435,46129
22814,46135
2756,46137
6829174,47000
76978,47001
49713,47003
16160,47005
15064,47007
133088,47009
108110,47011
39842,47013
14678,47015
27767,47017
56391,47019
40667,47021
17297,47023
31959,47025
7615,47027
36004,47029
56520,47031
14230,47033
60520,47035
694144,47037
11663,47039
20490,47041
53948,47043
37159,47045
41133,47047
18523,47049
42208,47051
49133,47053
29464,47055
23320,47057
69069,47059
13427,47061
64934,47063
367804,47065
6620,47067
25050,47069
25652,47071
56786,47073
17304,47075
28117,47077
32345,47079
25178,47081
8201,47083
18582,47085
11786,47087
54495,47089
17788,47091
470313,47093
7016,47095
25633,47097
44142,47099
12268,47101
34366,47103
54068,47105
53794,47107
25694,47109
24602,47111
97984,47113
28907,47115
34375,47117
96387,47119
12422,47121
46545,47123
208993,47125
6488,47127
21403,47129
30069,47131
22241,47133
8076,47135
5048,47137
16832,47139
80245,47141
33167,47143
53382,47145
71813,47147
332285,47149
22068,47151
15026,47153
98250,47155
937166,47157
20157,47159
13715,47161
158348,47163
191283,47165
61599,47167
11284,47169
17883,47171
19972,47173
5872,47175
41277,47177
129375,47179
16673,47181
33328,47183
27345,47185
238412,47187
144657,47189
28995881,48000
57735,48001
18705,48003
86715,48005
23510,48007
8553,48009
1887,48011
51153,48013
30032,48015
7000,48017
23112,48019
88723,48021
3509,48023
32565,48025
362924,48027
2003554,48029
11931,48031
654,48033
18685,48035
93245,48037
374264,48039
229211,48041
9203,48043
1546,48045
7093,48047
37864,48049
18443,48051
48155,48053
43664,48055
21290,48057
13943,48059
423163,48061
13094,48063
5926,48065
30026,48067
7530,48069
43837,48071
52646,48073
7306,48075
10471,48077
2853,48079
3387,48081
8175,48083
1034730,48085
2920,48087
21493,48089
156209,48091
13635,48093
2726,48095
41257,48097
75951,48099
1398,48101
4797,48103
3464,48105
5737,48107
2171,48109
7287,48111
2635516,48113
12728,48115
18546,48117
5331,48119
887207,48121
20160,48123
2211,48125
10124,48127
3278,48129
11157,48131
18360,48133
166223,48135
1932,48137
184826,48139
839238,48141
42698,48143
17297,48145
35514,48147
25346,48149
3830,48151
5712,48153
1155,48155
811688,48157
10725,48159
19717,48161
20306,48163
21492,48165
342139,48167
6229,48169
26988,48171
1409,48173
7658,48175
20837,48177
21886,48179
136212,48181
123945,48183
28880,48185
166847,48187
33406,48189
2964,48191
8461,48193
5399,48195
3933,48197
57602,48199
4713325,48201
66553,48203
5576,48205
5658,48207
230191,48209
3819,48211
82737,48213
868707,48215
36649,48217
23021,48219
61643,48221
37084,48223
22968,48225
36664,48227
4886,48229
98594,48231
20938,48233
1536,48235
8935,48237
14760,48239
35529,48241
2274,48243
251565,48245
5200,48247
40482,48249
175817,48251
20083,48253
15601,48255
136154,48257
47431,48259
404,48261
762,48263
52600,48265
4337,48267
272,48269
3667,48271
30680,48273
3664,48275
49859,48277
12893,48279
21428,48281
7520,48283
20154,48285
17239,48287
17404,48289
88219,48291
23437,48293
3233,48295
12207,48297
21795,48299
169,48301
310569,48303
5951,48305
7984,48307
256623,48309
743,48311
14284,48313
9854,48315
5771,48317
4274,48319
36643,48321
58722,48323
51584,48325
2138,48327
176832,48329
24823,48331
4873,48333
8545,48335
19818,48337
607391,48339
20940,48341
12388,48343
1200,48345
65204,48347
50113,48349
13595,48351
14714,48353
362294,48355
9836,48357
2112,48359
83396,48361
29189,48363
23194,48365
142878,48367
9605,48369
15823,48371
51353,48373
117415,48375
6704,48377
12514,48379
137713,48381
3849,48383
3452,48385
12023,48387
15976,48389
6948,48391
854,48393
17074,48395
104915,48397
10264,48399
54406,48401
10542,48403
8237,48405
28859,48407
66730,48409
6055,48411
2793,48413
16703,48415
3265,48417
25274,48419
3022,48421
232751,48423
9128,48425
64633,48427
9366,48429
1291,48431
1350,48433
3776,48435
7397,48437
2102515,48439
138034,48441
776,48443
12337,48445
1501,48447
32750,48449
119200,48451
1273954,48453
14651,48455
21672,48457
41753,48459
3657,48461
26741,48463
49025,48465
56590,48467
92084,48469
72971,48471
55246,48473
11998,48475
35882,48477
276652,48479
41556,48481
5056,48483
132230,48485
12769,48487
21358,48489
590551,48491
51070,48493
8010,48495
69984,48497
45539,48499
8713,48501
18010,48503
14179,48505
11840,48507
3205958,49000
6710,49001
56046,49003
128289,49005
20463,49007
950,49009
355481,49011
19938,49013
10012,49015
5051,49017
9754,49019
54839,49021
12017,49023
7886,49025
13188,49027
12124,49029
1479,49031
2483,49033
1160437,49035
15308,49037
30939,49039
21620,49041
42145,49043
72259,49045
35734,49047
636235,49049
34091,49051
177556,49053
2711,49055
260213,49057
623989,50000
36777,50001
35470,50003
29993,50005
163774,50007
6163,50009
49402,50011
7235,50013
25362,50015
28892,50017
27037,50019
58191,50021
58409,50023
42222,50025
55062,50027
8535519,51000
32316,51001
109330,51003
14860,51005
13145,51007
31605,51009
15911,51011
236842,51013
75558,51015
4147,51017
78997,51019
6280,51021
33419,51023
16231,51025
21004,51027
17148,51029
54885,51031
30725,51033
29791,51035
6963,51036
11880,51037
352802,51041
14619,51043
5131,51045
52605,51047
9932,51049
14318,51051
28544,51053
10953,51057
1147532,51059
71222,51061
15749,51063
27270,51065
56042,51067
89313,51069
16720,51071
37348,51073
23753,51075
15550,51077
19819,51079
11336,51081
33911,51083
107766,51085
330818,51087
50557,51089
2190,51091
37109,51093
76523,51095
7025,51097
26836,51099
17148,51101
10603,51103
23423,51105
413538,51107
37591,51109
12196,51111
13261,51113
8834,51115
30587,51117
10582,51119
98535,51121
14930,51125
23091,51127
11710,51131
12095,51133
15232,51135
37051,51137
23902,51139
17608,51141
60354,51143
29652,51145
22802,51147
38353,51149
470335,51153
34027,51155
7370,51157
9023,51159
94186,51161
22573,51163
81948,51165
26586,51167
21566,51169
43616,51171
30104,51173
17631,51175
136215,51177
152882,51179
6422,51181
11159,51183
40595,51185
40164,51187
53740,51191
18015,51193
37383,51195
28684,51197
68280,51199
159428,51510
16762,51520
6478,51530
47266,51540
244835,51550
17370,51570
5538,51580
40044,51590
5346,51595
24019,51600
14617,51610
7967,51620
29036,51630
6347,51640
134510,51650
53016,51660
22529,51670
7446,51678
82168,51680
41085,51683
17478,51685
12554,51690
179225,51700
242742,51710
3981,51720
31346,51730
12271,51735
94398,51740
18249,51750
230436,51760
99143,51770
25301,51775
24932,51790
92108,51800
449974,51810
22630,51820
14954,51830
28078,51840
7614893,53000
19983,53001
22582,53003
204390,53005
77200,53007
77331,53009
488241,53011
3985,53013
110593,53015
43429,53017
7627,53019
95222,53021
2225,53023
97733,53025
75061,53027
85141,53029
32221,53031
2252782,53033
271473,53035
47935,53037
22425,53039
80707,53041
10939,53043
66768,53045
42243,53047
22471,53049
13724,53051
904980,53053
17582,53055
129205,53057
12083,53059
822083,53061
522798,53063
45723,53065
290536,53067
4488,53069
60760,53071
229247,53073
50104,53075
250873,53077
1792147,54000
16441,54001
119171,54003
21457,54005
13957,54007
21939,54009
91945,54011
7109,54013
8508,54015
8448,54017
42406,54019
7823,54021
11568,54023
34662,54025
23175,54027
28810,54029
13776,54031
67256,54033
28576,54035
57146,54037
178124,54039
15907,54041
20409,54043
32019,54045
17624,54047
56072,54049
30531,54051
26516,54053
58758,54055
26868,54057
23424,54059
105612,54061
13275,54063
17884,54065
24496,54067
41411,54069
6969,54071
7460,54073
8247,54075
33432,54077
56450,54079
73361,54081
28695,54083
9554,54085
13688,54087
12573,54089
16695,54091
6839,54093
8591,54095
24176,54097
39402,54099
8114,54101
15065,54103
5821,54105
83518,54107
20394,54109
5822434,55000
20220,55001
15562,55003
45244,55005
15036,55007
264542,55009
13031,55011
15414,55013
50089,55015
64658,55017
34774,55019
57532,55021
16131,55023
546695,55025
87839,55027
27668,55029
43150,55031
45368,55033
104646,55035
4295,55037
103403,55039
9004,55041
51439,55043
36960,55045
18913,55047
23678,55049
5687,55051
20643,55053
84769,55055
26687,55057
169561,55059
20434,55061
118016,55063
16665,55065
19189,55067
27593,55069
78981,55071
135692,55073
40350,55075
15574,55077
4556,55078
945726,55079
46253,55081
37930,55083
35595,55085
187885,55087
89221,55089
7287,55091
42754,55093
43783,55095
70772,55097
13351,55099
196311,55101
17252,55103
163354,55105
14178,55107
90687,55109
64442,55111
16558,55113
40899,55115
115340,55117
20343,55119
29649,55121
30822,55123
22195,55125
103868,55127
15720,55129
136034,55131
404198,55133
50990,55135
24443,55137
171907,55139
72999,55141
578759,56000
38880,56001
11790,56003
46341,56005
14800,56007
13822,56009
7584,56011
39261,56013
13211,56015
4413,56017
8445,56019
99500,56021
19830,56023
79858,56025
2356,56027
29194,56029
8393,56031
30485,56033
9831,56035
42343,56037
23464,56039
20226,56041
7805,56043
6927,56045
